Title, Time, Description, Source
Elon Musk bet big on Trump. Here’s what he stands to gain — and lose — from his win, 1 week ago, No single business leader did more to support former President Donald Trump's candidacy than Elon Musk. But the billionaire and his business empire face.., https://www.cnn.com/2024/11/06/business/elon-musk-election-bet/index.html&sa=U&ved=2ahUKEwjN8Lix3tuJAxUlfjABHdexEts4ChDF9AF6BAgIEAI&usg=AOvVaw3iq59wUU5TdaDQdaCSghom 
2 years in Trump surrogate Elon Musk has remade X as a conservative megaphone, 3 weeks ago, It's been nearly two years since Elon Musk bought Twitter and turned it into X. He has turned the platform into a megaphone for himself and increasingly.., https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter&sa=U&ved=2ahUKEwjN8Lix3tuJAxUlfjABHdexEts4ChDF9AF6BAgAEAI&usg=AOvVaw1rNfTpzJm_BRrCf7c1htYD 
How would the economy look under Trump? Musk calls for spending cuts he says would cause 'hardship', 2 weeks ago, Donald Trump wants the Tesla and SpaceX CEO who himself has taken in billions from federal contracts to oversee “efficiency” efforts for the government, https://www.nbcnews.com/business/economy/economy-if-trump-wins-second-term-could-mean-hardship-for-americans-rcna177807&sa=U&ved=2ahUKEwjN8Lix3tuJAxUlfjABHdexEts4ChDF9AF6BAgDEAI&usg=AOvVaw1gBWTZc7V4G0ZImjV9IQ_3 
Elon Musk exerts deepening influence on Donald Trump’s presidential transition, 3 days ago, Donald Trump's Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elect's incoming.., https://www.cnn.com/2024/11/10/politics/musk-trump-influence-transition/index.html&sa=U&ved=2ahUKEwjN8Lix3tuJAxUlfjABHdexEts4ChDF9AF6BAgFEAI&usg=AOvVaw1Omr0vnei-bxfsVv7W31mE 
Swisher makes prediction on what could push Musk from Trump’s favor, 2 days ago, CNN contributor and longtime tech journalist Kara Swisher makes a prediction on how Elon Musk and President-elect Donald Trump's personalities may interact.., https://www.cnn.com/2024/11/11/business/video/swisher-musk-trump-personalities-digvid&sa=U&ved=2ahUKEwjN8Lix3tuJAxUlfjABHdexEts4ChDF9AF6BAgCEAI&usg=AOvVaw2BCe4wq-gAjukO-pg21KF2 
Musk’s plan to cut $2 trillion in U.S. spending could bring economic turmoil, 2 weeks ago, Deep budget cuts would be required to meet the billionaire Trump supporter's goal. He appeared to acknowledge some risks on Tuesday. 7 min. Elon Musk at.., https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQIABAC&usg=AOvVaw3Hkk17MP4-GEGPSfG_Efcr 
U.S. Agencies Fund and Fight With Elon Musk. A Trump Presidency Could Give Him Power Over Them., 3 weeks ago, The New York Times has compiled an accounting of Mr. Musk's multipronged business arrangements with the federal government, https://www.nytimes.com/2024/10/20/us/politics/elon-musk-federal-agencies-contracts.html&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQICRAC&usg=AOvVaw3I0rYnwpFHLUCquAKR1AJ8 
Elon Musk may already be overstaying his welcome in Trump's orbit, 22 hours ago, Sources said that Musk's near-constant presence at Mar-a-Lago in the week since Election Day had begun to wear on people who've been in Trump's inner.., https://www.nbcnews.com/tech/tech-news/elon-musk-trump-donald-mar-a-lago-appointment-position-rcna179826&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQIARAC&usg=AOvVaw2sDrva_nQprF1X0vSGLHBT 
Elon Musk’s daily $1 million giveaway to registered voters could be illegal experts say, 3 weeks ago, While stumping for former President Donald Trump on Saturday tech billionaire Elon Musk announced that he will give away $1 million each day to registered.., https://www.cnn.com/2024/10/20/politics/elon-musk-voter-giveaway-legal-questions/index.html&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQIBBAC&usg=AOvVaw3xMjvYvAfPVStKKssXtNPw 
Why the Guardian is no longer posting on X, 22 hours ago, We will stop posting from our official editorial accounts on the platform but X users can still share our articles, https://www.theguardian.com/media/2024/nov/13/why-the-guardian-is-no-longer-posting-on-x&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQIAhAC&usg=AOvVaw0CCnZDXQnFiDRAJZ0BKBXf 
Exclusive | Elon Musk Has Said He Is Committing Around $45 Million a Month to a New Pro-Trump Super PAC, 3 months ago, Other backers of America PAC include Palantir Technologies co-founder Joe Lonsdale and the Winklevoss twins ... Elon Musk has said he plans to commit around $45.., https://www.wsj.com/politics/elections/elon-musk-has-said-he-is-committing-around-45-million-a-month-to-a-new-pro-trump-super-pac-dda53823&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQIBRAC&usg=AOvVaw0OCoYuqq0gye_sO_5PBR0e 
Trump says he will tap Musk to lead government efficiency commission if elected, 2 months ago, Donald Trump said on Thursday he would establish a government efficiency commission headed by billionaire supporter Elon Musk if he wins the Nov. 5 election, https://www.reuters.com/world/us/trump-adopt-musks-proposal-government-efficiency-commission-wsj-reports-2024-09-05/&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQIAxAC&usg=AOvVaw3kczjBT9Vz8EmbH8FMAMvZ 
Elon Musk is backing Donald Trump. Could that hurt Tesla?, 3 months ago, Tesla CEO Elon Musk applauds as Israeli Prime.., https://www.npr.org/2024/07/24/nx-s1-5049715/elon-musk-donald-trump-tesla&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQIBhAC&usg=AOvVaw2tENv4Wx38T-vu4wUbOVr9 
What's behind Elon Musk's massive effort to elect Trump, 3 weeks ago, The world's richest man Elon Musk is now a powerful mega donor for Donald Trump. Musk is using his vast resources to campaign for him in Pennsylvania and.., https://www.pbs.org/newshour/show/whats-behind-elon-musks-massive-effort-to-elect-trump&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQIBxAC&usg=AOvVaw2yfeOzVWB3yzBlJOwmvtur 
Elon Musk has often inflamed politically tense moments raising worries for the US election, 1 month ago, As Election Day draws nearer social media posts by X owner Elon Musk are raising concerns that he will use his immense platform to question the legitimacy.., https://apnews.com/article/elon-musk-x-election-voting-trump-misinformation-3479f2348f6ec47ce641ddf20fd6ce4e&sa=U&ved=2ahUKEwie0NKx3tuJAxXASjABHa6ZPSwQxfQBegQICBAC&usg=AOvVaw37YANaYzMLn-GM4IXIMNIf 
What Elon Musk Really Wants, 4 weeks ago, In Elon Musk's vision of human history Donald Trump is the singularity. If Musk can propel Trump back to the White House it will mark the moment that his own.., https://www.theatlantic.com/books/archive/2024/10/donald-trump-is-elon-musks-trojan-horse/680309/&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgGEAI&usg=AOvVaw0zTrx82x_amXv0mNGiO0RO 
At Mar-a-Lago ‘Uncle’ Elon Musk Puts His Imprint on the Trump Transition, 1 day ago, He's on the patio. He's on the golf course. Everywhere Donald Trump looks there is the world's richest man, https://www.nytimes.com/2024/11/13/us/politics/musk-trump-transition-mar-a-lago.html&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgJEAI&usg=AOvVaw140ImkELHzMPuaZshFbU1I 
Justice Department warns Elon Musk that his $1 million giveaway to registered voters may be illegal, 3 weeks ago, The Justice Department warned Elon Musk's America PAC in recent days that his $1 million sweepstakes to registered voters in swing states may violate.., https://www.cnn.com/2024/10/23/politics/elon-musk-justice-department-letter/index.html&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgAEAI&usg=AOvVaw0avPcCEF8FoZO4dDpVbG8A 
Elon Musk could be the biggest winner of a second Trump term, 1 week ago, Elon Musk could reap numerous benefits from a friendly government run by Donald Trump, https://www.nbcnews.com/tech/tech-news/elon-musk-trump-endorses-pac-administration-cabinet-connection-rcna178549&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgDEAI&usg=AOvVaw3b8GPVdc5mkuBTCn5wuB3Y 
Elon Musk is backing Donald Trump. Could that hurt Tesla?, 3 months ago, Tesla CEO Elon Musk applauds as Israeli Prime.., https://www.npr.org/2024/07/24/nx-s1-5049715/elon-musk-donald-trump-tesla&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgIEAI&usg=AOvVaw21wYA1ab0SyV-X9gO8kwqN 
Elon Musk bet big on Trump. Here’s what he stands to gain — and lose — from his win, 1 week ago, No single business leader did more to support former President Donald Trump's candidacy than Elon Musk. But the billionaire and his business empire face.., https://www.cnn.com/2024/11/06/business/elon-musk-election-bet/index.html&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgEEAI&usg=AOvVaw1NiXpV5NJ5eJ3eCyaVafH0 
2 years in Trump surrogate Elon Musk has remade X as a conservative megaphone, 3 weeks ago, It's been nearly two years since Elon Musk bought Twitter and turned it into X. He has turned the platform into a megaphone for himself and increasingly.., https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgFEAI&usg=AOvVaw2u2gaDf1P0yMhTf7yz4zvn 
How Elon Musk has turned X into a pro-Trump machine, 3 months ago, Nearly two years after Elon Musk bought Twitter and turned it into X the billionaire is leveraging its power as a source of real-time news for millions of.., https://www.cnn.com/2024/08/13/tech/elon-musk-donald-trump-x/index.html&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgCEAI&usg=AOvVaw2H0Db3hvGL_0esSBKgqNtu 
Elon Musk exerts deepening influence on Donald Trump’s presidential transition, 3 days ago, Donald Trump's Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elect's incoming.., https://www.cnn.com/2024/11/10/politics/musk-trump-influence-transition/index.html&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgBEAI&usg=AOvVaw0ml3JzpMxs3n4jT8aKVUD0 
Elon Musk is going all-in on Donald Trump, 3 months ago, And the Wall Street Journal citing people familiar with the matter reported Monday that Musk is now planning on supporting Trump's presidential campaign by.., https://www.cnn.com/2024/07/16/business/musk-trump-support/index.html&sa=U&ved=2ahUKEwjp2-ex3tuJAxWmibAFHXEpGxM4ChDF9AF6BAgHEAI&usg=AOvVaw3ljzWUy6FcLYBlWDPfLL0m 
Musk’s plan to cut $2 trillion in U.S. spending could bring economic turmoil, 2 weeks ago, Deep budget cuts would be required to meet the billionaire Trump supporter's goal. He appeared to acknowledge some risks on Tuesday. 7 min. Elon Musk at.., https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQIBRAC&usg=AOvVaw235dgMkYLl4tt6cDVTN32A 
U.S. Agencies Fund and Fight With Elon Musk. A Trump Presidency Could Give Him Power Over Them., 3 weeks ago, The New York Times has compiled an accounting of Mr. Musk's multipronged business arrangements with the federal government, https://www.nytimes.com/2024/10/20/us/politics/elon-musk-federal-agencies-contracts.html&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQICRAC&usg=AOvVaw38i7EMnI0i9l-I76NOpz2X 
Elon Musk may already be overstaying his welcome in Trump's orbit, 22 hours ago, Sources said that Musk's near-constant presence at Mar-a-Lago in the week since Election Day had begun to wear on people who've been in Trump's inner.., https://www.nbcnews.com/tech/tech-news/elon-musk-trump-donald-mar-a-lago-appointment-position-rcna179826&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQICBAC&usg=AOvVaw1S198c7TzsbIUUdlIXiLLQ 
Elon Musk’s daily $1 million giveaway to registered voters could be illegal experts say, 3 weeks ago, While stumping for former President Donald Trump on Saturday tech billionaire Elon Musk announced that he will give away $1 million each day to registered.., https://www.cnn.com/2024/10/20/politics/elon-musk-voter-giveaway-legal-questions/index.html&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQIBBAC&usg=AOvVaw25p0YBVdXZhgMnoj98i5WQ 
Exclusive | Elon Musk Has Said He Is Committing Around $45 Million a Month to a New Pro-Trump Super PAC, 3 months ago, Other backers of America PAC include Palantir Technologies co-founder Joe Lonsdale and the Winklevoss twins ... Elon Musk has said he plans to commit around $45.., https://www.wsj.com/politics/elections/elon-musk-has-said-he-is-committing-around-45-million-a-month-to-a-new-pro-trump-super-pac-dda53823&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQIAhAC&usg=AOvVaw3HDkUtg4GsB2rvwe6LW3Vo 
Why the Guardian is no longer posting on X, 22 hours ago, We will stop posting from our official editorial accounts on the platform but X users can still share our articles, https://www.theguardian.com/media/2024/nov/13/why-the-guardian-is-no-longer-posting-on-x&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQIARAC&usg=AOvVaw37MypExi_EioNrNouqmsPD 
Trump says he will tap Musk to lead government efficiency commission if elected, 2 months ago, Donald Trump said on Thursday he would establish a government efficiency commission headed by billionaire supporter Elon Musk if he wins the Nov. 5 election, https://www.reuters.com/world/us/trump-adopt-musks-proposal-government-efficiency-commission-wsj-reports-2024-09-05/&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQIBxAC&usg=AOvVaw0j5DNyBr9hKiBGAROcbRR_ 
Elon Musk has given $75 million so far to put Donald Trump back in the White House, 1 month ago, Elon Musk is among the largest financial supporters of Donald Trump's reelection efforts new FEC filings show. He and two other megadonors collectively.., https://www.npr.org/2024/10/16/g-s1-28591/elon-musk-donald-trump-america-pac-fec&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQIBhAC&usg=AOvVaw06XY_5uebxkX6EB77lNzq_ 
What's behind Elon Musk's massive effort to elect Trump, 3 weeks ago, The world's richest man Elon Musk is now a powerful mega donor for Donald Trump. Musk is using his vast resources to campaign for him in Pennsylvania and.., https://www.pbs.org/newshour/show/whats-behind-elon-musks-massive-effort-to-elect-trump&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQIAxAC&usg=AOvVaw1IPrMcWaL2NTMiMozmeDzH 
Elon Musk has often inflamed politically tense moments raising worries for the US election, 1 month ago, As Election Day draws nearer social media posts by X owner Elon Musk are raising concerns that he will use his immense platform to question the legitimacy.., https://apnews.com/article/elon-musk-x-election-voting-trump-misinformation-3479f2348f6ec47ce641ddf20fd6ce4e&sa=U&ved=2ahUKEwis2oOy3tuJAxU2SjABHUxzMDkQxfQBegQIABAC&usg=AOvVaw2eVSFc8knLoLvTZ1stGF41 
What Elon Musk Really Wants, 4 weeks ago, In Elon Musk's vision of human history Donald Trump is the singularity. If Musk can propel Trump back to the White House it will mark the moment that his own.., https://www.theatlantic.com/books/archive/2024/10/donald-trump-is-elon-musks-trojan-horse/680309/&sa=U&ved=2ahUKEwi9pZKy3tuJAxVNtYQIHa7_Erw4ChDF9AF6BAgCEAI&usg=AOvVaw24ycYxLS3HH2C6ei-ZCCJE 
At Mar-a-Lago ‘Uncle’ Elon Musk Puts His Imprint on the Trump Transition, 1 day ago, He's on the patio. He's on the golf course. Everywhere Donald Trump looks there is the world's richest man, https://www.nytimes.com/2024/11/13/us/politics/musk-trump-transition-mar-a-lago.html&sa=U&ved=2ahUKEwi9pZKy3tuJAxVNtYQIHa7_Erw4ChDF9AF6BAgJEAI&usg=AOvVaw0Fob80QiESE5Bh1m6oMfhN 
Justice Department warns Elon Musk that his $1 million giveaway to registered voters may be illegal, 3 weeks ago, The Justice Department warned Elon Musk's America PAC in recent days that his $1 million sweepstakes to registered voters in swing states may violate.., https://www.cnn.com/2024/10/23/politics/elon-musk-justice-department-letter/index.html&sa=U&ved=2ahUKEwi9pZKy3tuJAxVNtYQIHa7_Erw4ChDF9AF6BAgFEAI&usg=AOvVaw1Fw_K7s3msstch_z1tfL_v 
Elon Musk has given $75 million so far to put Donald Trump back in the White House, 1 month ago, Elon Musk is among the largest financial supporters of Donald Trump's reelection efforts new FEC filings show. He and two other megadonors collectively.., https://www.npr.org/2024/10/16/g-s1-28591/elon-musk-donald-trump-america-pac-fec&sa=U&ved=2ahUKEwi9pZKy3tuJAxVNtYQIHa7_Erw4ChDF9AF6BAgDEAI&usg=AOvVaw0CdkEwegTAUTz3gEUMdTWQ 
Elon Musk could be the biggest winner of a second Trump term, 1 week ago, Elon Musk could reap numerous benefits from a friendly government run by Donald Trump, https://www.nbcnews.com/tech/tech-news/elon-musk-trump-endorses-pac-administration-cabinet-connection-rcna178549&sa=U&ved=2ahUKEwi9pZKy3tuJAxVNtYQIHa7_Erw4ChDF9AF6BAgGEAI&usg=AOvVaw1kKcGVFPpDx6YRwR-rxNFD 
Elon Musk bet big on Trump. Here’s what he stands to gain — and lose — from his win, 1 week ago, No single business leader did more to support former President Donald Trump's candidacy than Elon Musk. But the billionaire and his business empire face.., https://www.cnn.com/2024/11/06/business/elon-musk-election-bet/index.html&sa=U&ved=2ahUKEwi9pZKy3tuJAxVNtYQIHa7_Erw4ChDF9AF6BAgEEAI&usg=AOvVaw0poKs27rPcoLkGMx8W5f4y 
2 years in Trump surrogate Elon Musk has remade X as a conservative megaphone, 3 weeks ago, It's been nearly two years since Elon Musk bought Twitter and turned it into X. He has turned the platform into a megaphone for himself and increasingly.., https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter&sa=U&ved=2ahUKEwi9pZKy3tuJAxVNtYQIHa7_Erw4ChDF9AF6BAgHEAI&usg=AOvVaw1v_PtUwntnLFbrH2rLJ0zV 
How Elon Musk has turned X into a pro-Trump machine, 3 months ago, Nearly two years after Elon Musk bought Twitter and turned it into X the billionaire is leveraging its power as a source of real-time news for millions of.., https://www.cnn.com/2024/08/13/tech/elon-musk-donald-trump-x/index.html&sa=U&ved=2ahUKEwi9pZKy3tuJAxVNtYQIHa7_Erw4ChDF9AF6BAgIEAI&usg=AOvVaw0YwV33hx8Lk4qN41VxLZcd 
Elon Musk exerts deepening influence on Donald Trump’s presidential transition, 3 days ago, Donald Trump's Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elect's incoming.., https://www.cnn.com/2024/11/10/politics/musk-trump-influence-transition/index.html&sa=U&ved=2ahUKEwi9pZKy3tuJAxVNtYQIHa7_Erw4ChDF9AF6BAgBEAI&usg=AOvVaw3-Or1tTMnw_qA0IHluP-j2 
